Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
82_lig_assembled_44_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc(Br)cc3)nn2)O1,protein.pdb,82_lig_assembled_44_pdb_processed.sdf,39,616.422,None,9.00E-12,1.80E-11,-6.610711323,-0.8712549829,-0.1695054185,-0.02233987136,4.701144355,0.8663131884,4.896823202,0.6453740614
83_lig_assembled_44_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc(Br)cc3)nn2)O1,protein.pdb,83_lig_assembled_44_pdb_processed.sdf,39,616.422,None,0.2,0.4,-7.927384308,-0.8142135328,-0.2032662643,-0.02087727007,5.736896924,0.6704772551,5.872136525,0.6031211354
84_lig_assembled_46_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3)nn2)O1,protein.pdb,84_lig_assembled_46_pdb_processed.sdf,38,537.526,None,0.2000000009,0.3999999996,-7.49205452,-0.9128608932,-0.1971593295,-0.02402265508,5.451497691,0.7639444251,5.549670015,0.6761932542
85_lig_assembled_46_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3)nn2)O1,protein.pdb,85_lig_assembled_46_pdb_processed.sdf,38,537.526,None,0.2000000128,0.3999999936,-7.577254139,-0.7173264984,-0.1994014247,-0.01887701312,5.594853265,0.6928826439,5.612780843,0.5313529618
86_lig_assembled_47_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](C(=O)O)C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,86_lig_assembled_47_pdb_processed.sdf,49,685.687,None,0.200002361,0.3999988195,-7.899363654,-1.101314191,-0.1612115031,-0.02247579982,6.04451561,0.8841101824,5.851380484,0.8157882896
87_lig_assembled_47_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](C(=O)O)C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,87_lig_assembled_47_pdb_processed.sdf,49,685.687,None,0.2003376493,0.39983171,-8.276622728,-0.91051618,-0.1689106679,-0.01858196286,6.152782031,0.6853958323,6.13083165,0.6744564296
88_lig_assembled_48_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCCC3)nn2)O1,protein.pdb,88_lig_assembled_48_pdb_processed.sdf,37,529.547,None,0.2000006345,0.3999996828,-7.691062413,-0.5930001074,-0.2078665517,-0.01602702993,5.575430053,0.6128728478,5.697083269,0.4392593388
89_lig_assembled_49_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCC3)nn2)O1,protein.pdb,89_lig_assembled_49_pdb_processed.sdf,36,515.52,None,0.2000000576,0.3999999712,-7.556546443,-0.6311054851,-0.2099040679,-0.01753070792,5.556806496,0.5215188841,5.59744181,0.4674855445
90_lig_assembled_4_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccccc3C(C)C)nn2)O1,protein.pdb,90_lig_assembled_4_pdb_processed.sdf,40,565.58,None,0.2000003204,0.3999998398,-7.857207973,-1.040178785,-0.1964301993,-0.02600446962,5.683318683,0.9215954169,5.820154054,0.7705028035
91_lig_assembled_4_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccccc3C(C)C)nn2)O1,protein.pdb,91_lig_assembled_4_pdb_processed.sdf,40,565.58,None,0.2000000026,0.3999999987,-8.043587167,-0.8650397527,-0.2010896792,-0.02162599382,5.918102946,0.7509935594,5.958212716,0.6407701872
92_lig_assembled_50_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](O)CO)nn2)O1,protein.pdb,92_lig_assembled_50_pdb_processed.sdf,36,521.48,None,0.2,0.4,-5.756746612,-0.7818988672,-0.1599096281,-0.02171941298,4.087661539,0.6055519463,4.26425675,0.5791843461
93_lig_assembled_51_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)O1,protein.pdb,93_lig_assembled_51_pdb_processed.sdf,41,581.623,None,0.2,0.4,-8.401687452,-0.8488706016,-0.2049192061,-0.02070416101,6.20786626,0.7977087423,6.223472186,0.6287930382
94_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,94_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.2,0.4,-6.217733462,-0.7957298606,-0.1680468503,-0.02150621245,4.642432587,0.7535243427,4.60572849,0.5894295264
95_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,95_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.2,0.4,-6.197265233,-0.6378162292,-0.167493655,-0.01723827647,4.52558279,0.7946158685,4.590566839,0.4724564661
96_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,96_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.200000001,0.3999999995,-8.061375087,-1.047135719,-0.2178750023,-0.02830096537,5.802637713,0.970788986,5.971388953,0.775656088
97_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,97_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.2,0.4,-6.407146924,-0.7721746375,-0.1731661331,-0.0208695848,4.57497985,0.4018310146,4.746034758,0.571981213
98_lig_assembled_53_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)O)nn2)O1,protein.pdb,98_lig_assembled_53_pdb_processed.sdf,35,505.437,None,0.2,0.4,-5.877309639,-0.8740795259,-0.1679231325,-0.02497370074,4.214742116,0.7435628851,4.353562696,0.6474663155
99_lig_assembled_53_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)O)nn2)O1,protein.pdb,99_lig_assembled_53_pdb_processed.sdf,35,505.437,None,0.2,0.4,-5.580484235,-0.5831620426,-0.1594424067,-0.01666177265,4.008579459,0.3983648784,4.133692026,0.4319718834
100_lig_assembled_53_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)O)nn2)O1,protein.pdb,100_lig_assembled_53_pdb_processed.sdf,35,505.437,None,0.2,0.4,-5.822269653,-0.9427108138,-0.1663505615,-0.02693459468,4.132874659,0.7652654948,4.312792335,0.6983043065
101_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,101_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-7.628835225,-0.6732630889,-0.1907208806,-0.01683157722,5.555362838,0.5319659994,5.650989056,0.4987133992
102_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,102_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-8.019856146,-0.891350152,-0.2004964037,-0.0222837538,5.661050865,0.6425697759,5.940634183,0.6602593719
103_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,103_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-7.658674785,-0.7654998682,-0.1914668696,-0.01913749671,5.583404541,0.813094019,5.673092433,0.5670369394
104_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,104_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-6.351477047,-1.15264191,-0.1587869262,-0.02881604775,4.507795095,0.654942314,4.704797813,0.8538088223
105_lig_assembled_55_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNS(C)(=O)=O)nn2)O1,protein.pdb,105_lig_assembled_55_pdb_processed.sdf,38,568.562,None,0.2,0.4,-5.637643841,-0.3710346809,-0.1483590485,-0.00976407055,4.07938586,0.4675535212,4.176032475,0.2748405044
106_lig_assembled_55_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNS(C)(=O)=O)nn2)O1,protein.pdb,106_lig_assembled_55_pdb_processed.sdf,38,568.562,None,0.2,0.4,-5.704782598,-0.5991055753,-0.1501258579,-0.01576593619,4.239308255,0.6434589268,4.225764888,0.4437819076
107_lig_assembled_55_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNS(C)(=O)=O)nn2)O1,protein.pdb,107_lig_assembled_55_pdb_processed.sdf,38,568.562,None,0.2000000048,0.3999999976,-8.17391696,-0.6126902486,-0.2151030779,-0.0161234276,6.139796053,0.5911182159,6.054753304,0.4538446286
108_lig_assembled_56_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccncc3)nn2)O1,protein.pdb,108_lig_assembled_56_pdb_processed.sdf,37,524.487,None,0.2,0.4,-7.898148567,-0.9913662702,-0.2134634748,-0.02679368298,5.740839754,0.8876981212,5.85048042,0.7343453853
109_lig_assembled_57_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCN(C)CC3)nn2)O1,protein.pdb,109_lig_assembled_57_pdb_processed.sdf,38,544.562,None,0.2000000017,0.3999999991,-7.438787964,-0.845144831,-0.195757578,-0.02224065345,5.34656259,0.7186807083,5.510213307,0.6260332081
110_lig_assembled_58_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,110_lig_assembled_58_pdb_processed.sdf,44,613.624,None,0.2000028672,0.3999985664,-8.384753946,-0.9359916801,-0.1905625897,-0.02127253818,6.17249264,0.8345993329,6.210928849,0.6933271705
111_lig_assembled_58_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,111_lig_assembled_58_pdb_processed.sdf,44,613.624,None,0.2,0.4,-8.521397812,-0.8926168137,-0.1936681321,-0.02028674577,6.208210332,0.8090778545,6.312146527,0.6611976398
112_lig_assembled_59_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(CO)cn3)nn2)O1,protein.pdb,112_lig_assembled_59_pdb_processed.sdf,39,554.513,None,0.2000000041,0.399999998,-8.135436058,-0.9239450175,-0.2086009246,-0.02369089788,5.90257161,0.5898690111,6.026248932,0.6844037167
113_lig_assembled_59_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(CO)cn3)nn2)O1,protein.pdb,113_lig_assembled_59_pdb_processed.sdf,39,554.513,None,0.2000000004,0.3999999998,-8.281300715,-1.027302815,-0.212341044,-0.02634109781,6.092624801,0.830144733,6.134296826,0.7609650478
114_lig_assembled_5_pdb,COc1ccc(-n2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1,protein.pdb,114_lig_assembled_5_pdb_processed.sdf,39,553.525,None,0.2000000003,0.3999999998,-8.179544173,-0.8256320897,-0.2097319019,-0.02117005358,5.966339179,0.6415217558,6.05892161,0.6115793257
115_lig_assembled_5_pdb,COc1ccc(-n2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1,protein.pdb,115_lig_assembled_5_pdb_processed.sdf,39,553.525,None,0.2,0.4,-7.579572487,-0.8429517776,-0.1943480125,-0.02161414814,5.540998799,0.6789687341,5.614498138,0.6244087241
116_lig_assembled_60_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)O1,protein.pdb,116_lig_assembled_60_pdb_processed.sdf,41,602.579,None,0.2000000054,0.3999999973,-8.667256032,-0.8447437539,-0.2113964886,-0.02060350619,6.383250032,0.6364650746,6.420189653,0.625736114
117_lig_assembled_60_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)O1,protein.pdb,117_lig_assembled_60_pdb_processed.sdf,41,602.579,None,0.200002285,0.3999988575,-9.261073382,-0.8525416598,-0.2258798386,-0.02079369902,6.83694349,0.6560686457,6.860054357,0.6315123406
118_lig_assembled_60_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)O1,protein.pdb,118_lig_assembled_60_pdb_processed.sdf,41,602.579,None,0.2000000003,0.3999999998,-9.373723769,-1.237572018,-0.228627409,-0.03018468337,6.682253088,0.8452700466,6.943499088,0.9167200135
119_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,119_lig_assembled_61_pdb_processed.sdf,37,543.555,None,6.60E-26,1.32E-25,-6.479339101,-0.8820340553,-0.175117273,-0.02383875825,4.79014257,0.8975689683,4.799510445,0.6533585595
120_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,120_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2000000004,0.3999999998,-7.656069609,-0.6739253219,-0.2069208002,-0.01821419789,5.684885298,0.6685413542,5.671162673,0.4992039421
121_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,121_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2,0.4,-5.870471615,-0.5893815554,-0.158661395,-0.01592923123,4.308807714,0.4866832067,4.348497493,0.4365789299
122_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,122_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2,0.4,-6.269282913,-0.8991584631,-0.1694400787,-0.02430158008,4.553522893,0.6832832354,4.643913269,0.666043306
123_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,123_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2,0.4,-7.42514254,-0.9727571699,-0.2006795281,-0.02629073432,5.442185334,0.88351629,5.500105585,0.7205608666
124_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,124_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2000000002,0.3999999999,-6.869069941,-0.7006073973,-0.1856505389,-0.01893533506,5.129224709,0.7977967727,5.088199956,0.5189684424
125_lig_assembled_62_pdb,COC[C@@H](C(N)=O)n1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,125_lig_assembled_62_pdb_processed.sdf,38,548.506,None,0.2,0.4,-6.508272151,-0.7043766355,-0.1712703198,-0.01853622725,4.718814748,0.5168911755,4.820942334,0.5217604707
126_lig_assembled_62_pdb,COC[C@@H](C(N)=O)n1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,126_lig_assembled_62_pdb_processed.sdf,38,548.506,None,0.2,0.4,-7.941823636,-0.8712065667,-0.2089953588,-0.0229264886,5.630925996,0.6640973438,5.882832323,0.6453381975
127_lig_assembled_62_pdb,COC[C@@H](C(N)=O)n1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,127_lig_assembled_62_pdb_processed.sdf,38,548.506,None,0.2,0.4,-6.165775287,-0.8212280162,-0.1622572444,-0.02161126358,4.591587986,0.4709104707,4.567240953,0.608317049
128_lig_assembled_63_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncccc3C#N)nn2)O1,protein.pdb,128_lig_assembled_63_pdb_processed.sdf,39,549.497,None,0.2,0.4,-6.848958431,-0.85464922,-0.1756143187,-0.02191408256,4.894348758,0.7182958201,5.073302541,0.6330734963
129_lig_assembled_63_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncccc3C#N)nn2)O1,protein.pdb,129_lig_assembled_63_pdb_processed.sdf,39,549.497,None,0.2,0.4,-6.121139865,-1.040609887,-0.1569523042,-0.0266823048,4.477527857,0.4228530625,4.534177678,0.7708221387
130_lig_assembled_63_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncccc3C#N)nn2)O1,protein.pdb,130_lig_assembled_63_pdb_processed.sdf,39,549.497,None,0.2126638874,0.3944311616,-8.457435863,-0.6885655035,-0.2168573298,-0.01765552573,6.127083097,0.5886074526,6.264767306,0.5100485211
131_lig_assembled_64_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cc(C(=O)O)nc(-c4ccccc4)c3)nn2)O1,protein.pdb,131_lig_assembled_64_pdb_processed.sdf,46,644.594,None,0.2,0.4,-9.111907125,-0.7660486177,-0.1980849375,-0.01665323082,6.662442207,0.6723549996,6.749560833,0.5674434205
132_lig_assembled_6_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc([N+](=O)[O-])cc3)nn2)O1,protein.pdb,132_lig_assembled_6_pdb_processed.sdf,40,568.496,None,0.2000001155,0.3999999423,-7.78316337,-0.7109249027,-0.1945790843,-0.01777312257,5.735653877,0.5667221511,5.7653062,0.526611039
133_lig_assembled_6_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc([N+](=O)[O-])cc3)nn2)O1,protein.pdb,133_lig_assembled_6_pdb_processed.sdf,40,568.496,None,0.2,0.4,-8.02025673,-1.029658673,-0.2005064183,-0.02574146683,6.039193085,0.6720972051,5.940930911,0.7627101283
134_lig_assembled_6_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc([N+](=O)[O-])cc3)nn2)O1,protein.pdb,134_lig_assembled_6_pdb_processed.sdf,40,568.496,None,0.2000000031,0.3999999984,-8.286280887,-1.32984595,-0.2071570222,-0.03324614875,6.275926794,1.008820323,6.137985843,0.985071074
135_lig_assembled_70_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cnc4ccccc4c3)nn2)O1,protein.pdb,135_lig_assembled_70_pdb_processed.sdf,41,574.547,None,0.2000024362,0.3999987819,-8.361955782,-0.783355863,-0.203950141,-0.01910624056,6.133031981,0.6127376528,6.19404132,0.5802636022
136_lig_assembled_70_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cnc4ccccc4c3)nn2)O1,protein.pdb,136_lig_assembled_70_pdb_processed.sdf,41,574.547,None,0.200088474,0.3999557997,-8.354339351,-0.9630135169,-0.2037643744,-0.02348813456,6.067485469,0.8429460748,6.188399519,0.7133433459
137_lig_assembled_71_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)Nc3ncccn3)nn2)O1,protein.pdb,137_lig_assembled_71_pdb_processed.sdf,41,582.527,None,0.2,0.4,-8.27784508,-0.8078238232,-0.2018986605,-0.01970302008,5.899185113,0.6644243839,6.131737096,0.5983880172
138_lig_assembled_72_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(C)(C)CO)nn2)O1,protein.pdb,138_lig_assembled_72_pdb_processed.sdf,36,519.508,None,0.2,0.4,-6.162803093,-0.6669540193,-0.1711889748,-0.01852650054,4.441127232,0.558698111,4.565039328,0.4940400143
139_lig_assembled_73_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(O)c([N+](=O)[O-])c3)nn2)O1,protein.pdb,139_lig_assembled_73_pdb_processed.sdf,41,584.495,None,0.2,0.4,-8.418679905,-0.9356841005,-0.2053336562,-0.02282156343,6.248417173,0.7749234226,6.236059189,0.6930993337
140_lig_assembled_73_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(O)c([N+](=O)[O-])c3)nn2)O1,protein.pdb,140_lig_assembled_73_pdb_processed.sdf,41,584.495,None,0.2,0.4,-8.742769258,-0.870264001,-0.2132382746,-0.02122595124,6.511001723,0.6529408141,6.476125377,0.6446400007
141_lig_assembled_74_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@H](CC(=O)O)CC(C)C)nn2)O1,protein.pdb,141_lig_assembled_74_pdb_processed.sdf,41,589.599,None,0.2,0.4,-7.361649319,-0.7773234774,-0.1795524224,-0.0189591092,5.377548558,0.4599432296,5.45307357,0.5757951684
142_lig_assembled_74_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@H](CC(=O)O)CC(C)C)nn2)O1,protein.pdb,142_lig_assembled_74_pdb_processed.sdf,41,589.599,None,0.2,0.4,-8.117083035,-0.5326957208,-0.197977635,-0.01299257856,5.840653488,0.5277166042,6.0126541,0.3945894228
143_lig_assembled_74_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@H](CC(=O)O)CC(C)C)nn2)O1,protein.pdb,143_lig_assembled_74_pdb_processed.sdf,41,589.599,None,0.2000000358,0.3999999821,-7.648284061,-0.8656591076,-0.1865435137,-0.02111363677,5.797132083,0.6242825923,5.6653956,0.6412289686
144_lig_assembled_75_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(/C=C/C(=O)O)c3)nn2)O1,protein.pdb,144_lig_assembled_75_pdb_processed.sdf,42,593.546,None,0.2000000074,0.3999999963,-9.126218625,-1.117122864,-0.2172909197,-0.02659816342,6.75853266,1.038296159,6.760161945,0.8274984175
145_lig_assembled_75_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(/C=C/C(=O)O)c3)nn2)O1,protein.pdb,145_lig_assembled_75_pdb_processed.sdf,42,593.546,None,0.200000031,0.3999999845,-7.308449619,-1.201926935,-0.1740107052,-0.02861730798,5.486094679,0.9752110884,5.413666385,0.8903162483
146_lig_assembled_75_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(/C=C/C(=O)O)c3)nn2)O1,protein.pdb,146_lig_assembled_75_pdb_processed.sdf,42,593.546,None,0.2,0.4,-8.47968796,-1.120998853,-0.2018973324,-0.02669044888,6.150065422,1.076544595,6.281250341,0.8303695208
