smiles
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=N[C@@H](CC(=O)O)C(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     OC(=O)CC[C@H](N=[N+]=[N-])C(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCOCc1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CCOC(=O)CN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCCN1CCCC1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc(Br)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccc(C(=O)O)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CCN(CC)CCN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(=O)NCc1cccs1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(=O)OCCN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccc2[nH]ncc2c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(=O)Oc1ccccc1CN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(C)(N=[N+]=[N-])C(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     c1ccc(S(=O)(=O)N)cc1N=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     COc1ccc(CN=[N+]=[N-])cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC1c2ccccc2-c2ccccc21
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(N=[N+]=[N-])CC(=O)c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1cccc(Cl)c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccc2c(c1)OCO2
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     COc1ccc(CN=[N+]=[N-])cc1OC
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCCCCCCCCCCC(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C(NC(=O)NCCN=[N+]=[N-])C1=CC=CO1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCCC(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCCCCCC(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     Oc1ccc2c(-c3ccc(N=[N+]=[N-])cc3C(=O)[O-])c3ccc(=O)cc-3oc2c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C[C@H](N=[N+]=[N-])C(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccc(CN)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C[C@H](N=[N+]=[N-])C(=O)OCc1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1cccc(Br)c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccccc1Br
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     Cc1ccc(N=[N+]=[N-])cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(=O)c1ccccc1N=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc2c(c1)OCO2
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C=CCCCC(N=[N+]=[N-])
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccc(Br)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC[N+](C)(CC)CCCN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC[C@@H](C(=O)O)C(c1ccccc1)c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC1CCCCC1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC1CCCC1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(O)CO
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC12CC3CC(CC(C3)C1)C2
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1cccnc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CCOC(CC(N=[N+]=[N-]))OCC
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CS(=O)(=O)NCCN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccncc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CN1CCC(N=[N+]=[N-])CC1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC(c1ccccc1)c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc(CO)cn1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     NS(=O)(=O)c1ccc(N=[N+]=[N-])cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1ccsc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     COCC(N=[N+]=[N-])C(N)=O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     N#Cc1cccnc1N=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1cc(C(=O)O)nc(-c2ccccc2)c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     Cc1nc(N)nc(N=[N+]=[N-])n1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1cccc(C#N)c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCCC1OCCO1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(O)c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC1CC(O)C=C[C@@H](O)C1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1cnc2ccccc2c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [n]1cccnc1NC(=O)CN=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC(C)(C)CO
