Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
46_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,46_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.2,0.4,-7.557033011,-0.6750832459,-0.2042441354,-0.01824549313,5.792142868,0.3869120663,5.59780223,0.5000616636
47_lig_assembled_53_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)O)nn2)O1,protein.pdb,47_lig_assembled_53_pdb_processed.sdf,35,505.437,None,0.2,0.4,-5.877309777,-0.8740793187,-0.1679231365,-0.02497369482,4.214742047,0.7435625402,4.353562798,0.647466162
48_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,48_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-6.28100878,-0.6469288578,-0.1570252195,-0.01617322144,4.62922614,0.7691006401,4.652599096,0.4792065613
49_lig_assembled_55_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNS(C)(=O)=O)nn2)O1,protein.pdb,49_lig_assembled_55_pdb_processed.sdf,38,568.562,None,0.2,0.4,-5.637643657,-0.3710345295,-0.1483590436,-0.009764066566,4.079385792,0.4675529719,4.176032339,0.2748403922
50_lig_assembled_56_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccncc3)nn2)O1,protein.pdb,50_lig_assembled_56_pdb_processed.sdf,37,524.487,None,0.2,0.4,-7.898148843,-0.9913669329,-0.2134634822,-0.02679370089,5.74083989,0.8876979922,5.850480625,0.7343458762
51_lig_assembled_57_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCN(C)CC3)nn2)O1,protein.pdb,51_lig_assembled_57_pdb_processed.sdf,38,544.562,None,0.2,0.4,-5.367840988,-0.5635637657,-0.1412589734,-0.01483062541,4.113486903,0.4749360254,3.97617851,0.4174546412
52_lig_assembled_58_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,52_lig_assembled_58_pdb_processed.sdf,44,613.624,None,0.2,0.4,-8.393824748,-0.678650658,-0.1907687443,-0.01542387859,6.218566009,0.8135992882,6.217647961,0.5027041911
53_lig_assembled_59_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(CO)cn3)nn2)O1,protein.pdb,53_lig_assembled_59_pdb_processed.sdf,39,554.513,None,0.2,0.4,-6.612758292,-0.5674926544,-0.1695579049,-0.0145510937,4.769648279,0.5953503177,4.898339476,0.4203649292
55_lig_assembled_60_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)O1,protein.pdb,55_lig_assembled_60_pdb_processed.sdf,41,602.579,None,0.2,0.4,-7.989168242,-0.8618730742,-0.194857762,-0.02102129449,5.839677606,0.8427267354,5.917902402,0.6384244994
56_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,56_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2,0.4,-5.71622481,-0.6433283,-0.1544925624,-0.01738725135,4.38249554,0.5459398007,4.2342406,0.4765394815
57_lig_assembled_62_pdb,COC[C@@H](C(N)=O)n1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,57_lig_assembled_62_pdb_processed.sdf,38,548.506,None,0.2,0.4,-6.256206041,-0.8136548287,-0.1646370011,-0.02141196918,4.518120527,0.6009160969,4.634226697,0.6027072806
58_lig_assembled_63_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncccc3C#N)nn2)O1,protein.pdb,58_lig_assembled_63_pdb_processed.sdf,39,549.497,None,0,0,-6.659596467,-0.789842476,-0.1707588838,-0.02025237118,4.772432361,0.6448359707,4.93303442,0.5850685007
