,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
76,-8.152,-8.077,-8.069,-8.038,-7.986,-7.981,-7.925,-7.865,-7.832,-7.651,-7.646,-7.581,-7.564,-7.47,-7.377,-7.349,-7.342,-7.312,-7.295,-7.229
77,-7.685,-7.674,-7.617,-7.59,-7.504,-7.471,-7.448,-7.415,-7.411,-7.404,-7.396,-7.373,-7.321,-7.276,-7.227,-7.208,-7.131,-7.058,-7.057,-7.052
78,-7.669,-7.642,-7.57,-7.399,-7.272,-7.233,-7.225,-7.208,-7.166,-7.14,-7.126,-7.113,-7.089,-7.067,-7.055,-7.033,-6.965,-6.952,-6.913,-6.857
79,-7.943,-7.828,-7.774,-7.764,-7.745,-7.629,-7.612,-7.576,-7.563,-7.541,-7.52,-7.425,-7.391,-7.273,-7.271,-7.259,-7.228,-7.192,-7.163,-7.14
80,-8.37,-8.297,-8.18,-7.967,-7.908,-7.871,-7.789,-7.776,-7.575,-7.547,-7.527,-7.507,-7.497,-7.487,-7.47,-7.47,-7.417,-7.411,-7.411,-7.38
81,-7.209,-6.89,-6.789,-6.756,-6.646,-6.605,-6.559,-6.525,-6.507,-6.494,-6.423,-6.422,-6.374,-6.366,-6.313,-6.298,-6.285,-6.262,-6.174,-6.144
82,-8.041,-8.005,-7.787,-7.762,-7.417,-7.392,-7.37,-7.324,-7.308,-7.292,-7.173,-7.164,-7.142,-7.135,-7.125,-7.096,-7.083,-7.075,-7.07,-7.01
83,-7.336,-7.075,-6.993,-6.961,-6.938,-6.93,-6.816,-6.763,-6.754,-6.747,-6.716,-6.703,-6.682,-6.66,-6.627,-6.611,-6.598,-6.567,-6.543,-6.448
84,-7.226,-6.827,-6.744,-6.589,-6.567,-6.512,-6.469,-6.29,-6.215,-6.144,-6.11,-6.053,-5.99,-5.99,-5.985,-5.954,-5.919,-5.845,-5.843,-5.82
85,-7.464,-7.447,-7.341,-7.293,-7.14,-7.122,-7.109,-7.033,-6.973,-6.862,-6.821,-6.684,-6.661,-6.581,-6.575,-6.523,-6.504,-6.495,-6.459,-6.391
86,-7.397,-7.141,-7.114,-7.08,-7.046,-7.02,-7.003,-6.87,-6.857,-6.846,-6.786,-6.715,-6.703,-6.693,-6.68,-6.658,-6.63,-6.528,-6.515,-6.389
87,-7.828,-7.719,-7.593,-7.528,-7.484,-7.412,-7.362,-7.065,-7.06,-7.033,-6.978,-6.973,-6.905,-6.883,-6.859,-6.849,-6.818,-6.813,-6.766,-6.657
88,-7.37,-7.262,-7.243,-7.069,-7.054,-6.976,-6.972,-6.931,-6.894,-6.879,-6.818,-6.817,-6.814,-6.811,-6.757,-6.731,-6.679,-6.678,-6.612,-6.576
89,-8.502,-8.004,-7.8,-7.707,-7.562,-7.55,-7.511,-7.5,-7.482,-7.438,-7.358,-7.34,-7.325,-7.277,-7.256,-7.243,-7.221,-7.176,-7.145,-7.144
90,-7.231,-7.114,-7.058,-6.98,-6.97,-6.945,-6.875,-6.857,-6.835,-6.816,-6.816,-6.801,-6.778,-6.751,-6.749,-6.731,-6.731,-6.716,-6.683,-6.599
91,-8.819,-8.73,-8.705,-8.623,-8.608,-8.547,-8.293,-8.205,-7.934,-7.903,-7.888,-7.872,-7.845,-7.826,-7.802,-7.679,-7.656,-7.636,-7.632,-7.626
92,-7.287,-7.045,-7.02,-6.993,-6.857,-6.765,-6.752,-6.704,-6.671,-6.614,-6.606,-6.517,-6.515,-6.463,-6.413,-6.413,-6.357,-6.331,-6.328,-6.282
93,-7.55,-7.515,-7.41,-7.353,-7.325,-7.271,-7.112,-7.019,-6.929,-6.839,-6.79,-6.774,-6.607,-6.516,-6.422,-6.34,-6.268,-6.25,-6.177,-6.143
